record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
14327,3,21,1988,5,NL,M,32,176,Neotoma,albigula,Rodent,Rodent Exclosure
14442,4,19,1988,5,NL,M,33,131,Neotoma,albigula,Rodent,Rodent Exclosure
15593,2,5,1989,5,NL,M,34,240,Neotoma,albigula,Rodent,Rodent Exclosure
26325,7,9,1997,5,NL,F,32,147,Neotoma,albigula,Rodent,Rodent Exclosure
98,8,20,1977,5,DM,M,38,40,Dipodomys,merriami,Rodent,Rodent Exclosure
101,8,20,1977,5,DM,F,35,46,Dipodomys,merriami,Rodent,Rodent Exclosure
161,9,11,1977,5,DM,M,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
169,9,11,1977,5,DM,M,37,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
183,9,11,1977,5,DM,F,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
330,10,18,1977,5,DM,M,37,43,Dipodomys,merriami,Rodent,Rodent Exclosure
334,10,18,1977,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
411,11,14,1977,5,DM,M,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
415,11,14,1977,5,DM,F,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
502,12,11,1977,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
579,1,10,1978,5,DM,F,NA,45,Dipodomys,merriami,Rodent,Rodent Exclosure
607,2,19,1978,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
625,2,19,1978,5,DM,F,35,56,Dipodomys,merriami,Rodent,Rodent Exclosure
696,3,12,1978,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
699,3,12,1978,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
700,3,12,1978,5,DM,M,37,49,Dipodomys,merriami,Rodent,Rodent Exclosure
702,3,12,1978,5,DM,M,35,47,Dipodomys,merriami,Rodent,Rodent Exclosure
704,3,12,1978,5,DM,M,35,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
772,4,9,1978,5,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
773,4,9,1978,5,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
774,4,9,1978,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
775,4,9,1978,5,DM,M,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
776,4,9,1978,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
800,4,9,1978,5,DM,F,35,50,Dipodomys,merriami,Rodent,Rodent Exclosure
1017,6,9,1978,5,DM,F,36,50,Dipodomys,merriami,Rodent,Rodent Exclosure
1095,7,8,1978,5,DM,F,36,47,Dipodomys,merriami,Rodent,Rodent Exclosure
1262,9,4,1978,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
1270,9,4,1978,5,DM,F,35,49,Dipodomys,merriami,Rodent,Rodent Exclosure
1291,9,4,1978,5,DM,F,37,38,Dipodomys,merriami,Rodent,Rodent Exclosure
1383,10,8,1978,5,DM,F,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure
1524,12,3,1978,5,DM,F,36,37,Dipodomys,merriami,Rodent,Rodent Exclosure
1699,3,31,1979,5,DM,M,37,54,Dipodomys,merriami,Rodent,Rodent Exclosure
1817,5,30,1979,5,DM,F,35,53,Dipodomys,merriami,Rodent,Rodent Exclosure
1834,5,30,1979,5,DM,M,32,21,Dipodomys,merriami,Rodent,Rodent Exclosure
1881,7,4,1979,5,DM,M,35,34,Dipodomys,merriami,Rodent,Rodent Exclosure
1886,7,4,1979,5,DM,F,35,50,Dipodomys,merriami,Rodent,Rodent Exclosure
1951,7,26,1979,5,DM,M,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
2123,10,25,1979,5,DM,F,37,49,Dipodomys,merriami,Rodent,Rodent Exclosure
2141,11,17,1979,5,DM,F,33,30,Dipodomys,merriami,Rodent,Rodent Exclosure
2145,11,17,1979,5,DM,F,36,49,Dipodomys,merriami,Rodent,Rodent Exclosure
2152,11,17,1979,5,DM,M,34,26,Dipodomys,merriami,Rodent,Rodent Exclosure
2175,11,17,1979,5,DM,M,36,48,Dipodomys,merriami,Rodent,Rodent Exclosure
2182,11,17,1979,5,DM,M,36,25,Dipodomys,merriami,Rodent,Rodent Exclosure
2343,1,16,1980,5,DM,M,36,48,Dipodomys,merriami,Rodent,Rodent Exclosure
2344,1,16,1980,5,DM,F,35,39,Dipodomys,merriami,Rodent,Rodent Exclosure
2376,1,16,1980,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
2397,1,16,1980,5,DM,F,36,40,Dipodomys,merriami,Rodent,Rodent Exclosure
2399,1,16,1980,5,DM,M,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
2409,1,16,1980,5,DM,F,37,61,Dipodomys,merriami,Rodent,Rodent Exclosure
2505,2,25,1980,5,DM,M,37,47,Dipodomys,merriami,Rodent,Rodent Exclosure
2534,2,25,1980,5,DM,F,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
2647,3,9,1980,5,DM,M,NA,48,Dipodomys,merriami,Rodent,Rodent Exclosure
2655,3,9,1980,5,DM,F,NA,46,Dipodomys,merriami,Rodent,Rodent Exclosure
2741,3,9,1980,5,DM,F,NA,44,Dipodomys,merriami,Rodent,Rodent Exclosure
2808,3,22,1980,5,DM,M,NA,49,Dipodomys,merriami,Rodent,Rodent Exclosure
2827,3,22,1980,5,DM,F,NA,51,Dipodomys,merriami,Rodent,Rodent Exclosure
2895,4,18,1980,5,DM,F,NA,20,Dipodomys,merriami,Rodent,Rodent Exclosure
2912,4,18,1980,5,DM,F,NA,43,Dipodomys,merriami,Rodent,Rodent Exclosure
2963,5,18,1980,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
2977,5,18,1980,5,DM,F,35,30,Dipodomys,merriami,Rodent,Rodent Exclosure
3003,5,18,1980,5,DM,F,35,50,Dipodomys,merriami,Rodent,Rodent Exclosure
3026,5,25,1980,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
3031,5,25,1980,5,DM,M,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
3084,6,23,1980,5,DM,F,34,52,Dipodomys,merriami,Rodent,Rodent Exclosure
3110,6,23,1980,5,DM,M,34,20,Dipodomys,merriami,Rodent,Rodent Exclosure
3161,7,22,1980,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
3183,7,22,1980,5,DM,F,35,43,Dipodomys,merriami,Rodent,Rodent Exclosure
3238,8,14,1980,5,DM,F,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
3299,9,8,1980,5,DM,F,35,52,Dipodomys,merriami,Rodent,Rodent Exclosure
3384,10,12,1980,5,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
3395,10,12,1980,5,DM,F,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
3508,11,9,1980,5,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
3532,11,9,1980,5,DM,F,36,47,Dipodomys,merriami,Rodent,Rodent Exclosure
3551,12,15,1980,5,DM,F,33,35,Dipodomys,merriami,Rodent,Rodent Exclosure
3567,12,15,1980,5,DM,M,38,51,Dipodomys,merriami,Rodent,Rodent Exclosure
3748,1,12,1981,5,DM,M,37,55,Dipodomys,merriami,Rodent,Rodent Exclosure
3749,1,12,1981,5,DM,M,36,48,Dipodomys,merriami,Rodent,Rodent Exclosure
3782,1,12,1981,5,DM,F,34,47,Dipodomys,merriami,Rodent,Rodent Exclosure
3800,1,12,1981,5,DM,M,37,56,Dipodomys,merriami,Rodent,Rodent Exclosure
3807,1,12,1981,5,DM,M,36,33,Dipodomys,merriami,Rodent,Rodent Exclosure
3863,2,1,1981,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
3871,2,1,1981,5,DM,F,35,39,Dipodomys,merriami,Rodent,Rodent Exclosure
3878,2,1,1981,5,DM,M,36,53,Dipodomys,merriami,Rodent,Rodent Exclosure
3883,2,1,1981,5,DM,M,36,47,Dipodomys,merriami,Rodent,Rodent Exclosure
3894,2,1,1981,5,DM,M,38,36,Dipodomys,merriami,Rodent,Rodent Exclosure
3905,2,1,1981,5,DM,M,36,49,Dipodomys,merriami,Rodent,Rodent Exclosure
3968,3,9,1981,5,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
4008,3,9,1981,5,DM,M,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
4011,3,9,1981,5,DM,F,38,43,Dipodomys,merriami,Rodent,Rodent Exclosure
4031,4,5,1981,5,DM,M,NA,49,Dipodomys,merriami,Rodent,Rodent Exclosure
4038,4,5,1981,5,DM,M,NA,52,Dipodomys,merriami,Rodent,Rodent Exclosure
4040,4,5,1981,5,DM,M,NA,43,Dipodomys,merriami,Rodent,Rodent Exclosure
4045,4,5,1981,5,DM,F,NA,47,Dipodomys,merriami,Rodent,Rodent Exclosure
4049,4,5,1981,5,DM,M,NA,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
4068,4,5,1981,5,DM,M,NA,47,Dipodomys,merriami,Rodent,Rodent Exclosure
4075,4,5,1981,5,DM,M,NA,52,Dipodomys,merriami,Rodent,Rodent Exclosure
4093,4,5,1981,5,DM,M,NA,50,Dipodomys,merriami,Rodent,Rodent Exclosure
4096,4,5,1981,5,DM,F,NA,42,Dipodomys,merriami,Rodent,Rodent Exclosure
4137,4,5,1981,5,DM,F,NA,36,Dipodomys,merriami,Rodent,Rodent Exclosure
4148,4,5,1981,5,DM,F,NA,51,Dipodomys,merriami,Rodent,Rodent Exclosure
4153,4,5,1981,5,DM,M,NA,45,Dipodomys,merriami,Rodent,Rodent Exclosure
4161,4,5,1981,5,DM,M,NA,48,Dipodomys,merriami,Rodent,Rodent Exclosure
4167,4,5,1981,5,DM,F,NA,38,Dipodomys,merriami,Rodent,Rodent Exclosure
4172,4,5,1981,5,DM,M,NA,46,Dipodomys,merriami,Rodent,Rodent Exclosure
4182,4,5,1981,5,DM,M,NA,45,Dipodomys,merriami,Rodent,Rodent Exclosure
4450,5,4,1981,5,DM,M,32,17,Dipodomys,merriami,Rodent,Rodent Exclosure
4451,5,4,1981,5,DM,F,33,17,Dipodomys,merriami,Rodent,Rodent Exclosure
4453,5,4,1981,5,DM,F,34,41,Dipodomys,merriami,Rodent,Rodent Exclosure
4483,5,4,1981,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
4486,5,4,1981,5,DM,F,35,50,Dipodomys,merriami,Rodent,Rodent Exclosure
4490,6,4,1981,5,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
4494,6,4,1981,5,DM,NA,35,28,Dipodomys,merriami,Rodent,Rodent Exclosure
4497,6,4,1981,5,DM,F,35,38,Dipodomys,merriami,Rodent,Rodent Exclosure
4542,6,4,1981,5,DM,M,38,46,Dipodomys,merriami,Rodent,Rodent Exclosure
4544,6,4,1981,5,DM,F,35,39,Dipodomys,merriami,Rodent,Rodent Exclosure
4549,6,4,1981,5,DM,F,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
4652,7,8,1981,5,DM,M,36,31,Dipodomys,merriami,Rodent,Rodent Exclosure
4653,7,8,1981,5,DM,M,37,50,Dipodomys,merriami,Rodent,Rodent Exclosure
4679,7,8,1981,5,DM,F,36,28,Dipodomys,merriami,Rodent,Rodent Exclosure
4682,7,8,1981,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
4687,7,8,1981,5,DM,F,37,54,Dipodomys,merriami,Rodent,Rodent Exclosure
4691,7,30,1981,5,DM,F,33,41,Dipodomys,merriami,Rodent,Rodent Exclosure
4705,7,30,1981,5,DM,M,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
4790,8,31,1981,5,DM,F,34,46,Dipodomys,merriami,Rodent,Rodent Exclosure
4801,8,31,1981,5,DM,M,38,49,Dipodomys,merriami,Rodent,Rodent Exclosure
4834,9,30,1981,5,DM,M,38,51,Dipodomys,merriami,Rodent,Rodent Exclosure
4845,9,30,1981,5,DM,M,37,52,Dipodomys,merriami,Rodent,Rodent Exclosure
4930,10,25,1981,5,DM,F,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
4932,10,25,1981,5,DM,M,38,45,Dipodomys,merriami,Rodent,Rodent Exclosure
4933,10,25,1981,5,DM,M,39,49,Dipodomys,merriami,Rodent,Rodent Exclosure
5019,11,23,1981,5,DM,M,38,52,Dipodomys,merriami,Rodent,Rodent Exclosure
5032,11,23,1981,5,DM,M,37,32,Dipodomys,merriami,Rodent,Rodent Exclosure
5038,11,23,1981,5,DM,F,35,22,Dipodomys,merriami,Rodent,Rodent Exclosure
5039,11,23,1981,5,DM,F,36,21,Dipodomys,merriami,Rodent,Rodent Exclosure
5051,11,23,1981,5,DM,M,36,49,Dipodomys,merriami,Rodent,Rodent Exclosure
5055,11,23,1981,5,DM,F,37,38,Dipodomys,merriami,Rodent,Rodent Exclosure
5077,11,23,1981,5,DM,M,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
5159,1,1,1982,5,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
5169,1,1,1982,5,DM,F,35,49,Dipodomys,merriami,Rodent,Rodent Exclosure
5175,1,1,1982,5,DM,M,36,40,Dipodomys,merriami,Rodent,Rodent Exclosure
5185,1,1,1982,5,DM,M,38,56,Dipodomys,merriami,Rodent,Rodent Exclosure
5194,1,1,1982,5,DM,M,36,53,Dipodomys,merriami,Rodent,Rodent Exclosure
5198,1,1,1982,5,DM,M,37,47,Dipodomys,merriami,Rodent,Rodent Exclosure
5283,1,25,1982,5,DM,F,36,54,Dipodomys,merriami,Rodent,Rodent Exclosure
5285,1,25,1982,5,DM,M,37,40,Dipodomys,merriami,Rodent,Rodent Exclosure
5287,1,25,1982,5,DM,F,35,42,Dipodomys,merriami,Rodent,Rodent Exclosure
5303,1,25,1982,5,DM,M,37,56,Dipodomys,merriami,Rodent,Rodent Exclosure
5308,1,25,1982,5,DM,F,35,41,Dipodomys,merriami,Rodent,Rodent Exclosure
5311,1,25,1982,5,DM,F,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure
5319,1,25,1982,5,DM,M,37,51,Dipodomys,merriami,Rodent,Rodent Exclosure
5324,1,25,1982,5,DM,M,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
5385,2,23,1982,5,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
5412,2,23,1982,5,DM,F,36,36,Dipodomys,merriami,Rodent,Rodent Exclosure
5425,2,23,1982,5,DM,F,34,39,Dipodomys,merriami,Rodent,Rodent Exclosure
5438,2,23,1982,5,DM,F,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
5444,2,23,1982,5,DM,M,35,51,Dipodomys,merriami,Rodent,Rodent Exclosure
5450,2,23,1982,5,DM,M,37,54,Dipodomys,merriami,Rodent,Rodent Exclosure
5453,2,23,1982,5,DM,F,37,49,Dipodomys,merriami,Rodent,Rodent Exclosure
5462,2,23,1982,5,DM,M,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
5598,3,30,1982,5,DM,F,35,44,Dipodomys,merriami,Rodent,Rodent Exclosure
5602,3,30,1982,5,DM,M,37,53,Dipodomys,merriami,Rodent,Rodent Exclosure
5604,3,30,1982,5,DM,F,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
5616,3,30,1982,5,DM,M,32,26,Dipodomys,merriami,Rodent,Rodent Exclosure
5622,3,30,1982,5,DM,F,35,38,Dipodomys,merriami,Rodent,Rodent Exclosure
5648,3,30,1982,5,DM,M,34,26,Dipodomys,merriami,Rodent,Rodent Exclosure
5662,3,30,1982,5,DM,M,36,45,Dipodomys,merriami,Rodent,Rodent Exclosure
5664,3,30,1982,5,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
5667,3,30,1982,5,DM,F,36,53,Dipodomys,merriami,Rodent,Rodent Exclosure
5670,3,30,1982,5,DM,F,34,26,Dipodomys,merriami,Rodent,Rodent Exclosure
5673,3,30,1982,5,DM,M,35,44,Dipodomys,merriami,Rodent,Rodent Exclosure
5778,4,29,1982,5,DM,M,35,32,Dipodomys,merriami,Rodent,Rodent Exclosure
5805,4,29,1982,5,DM,F,35,43,Dipodomys,merriami,Rodent,Rodent Exclosure
5806,4,29,1982,5,DM,M,35,33,Dipodomys,merriami,Rodent,Rodent Exclosure
5816,4,29,1982,5,DM,M,36,44,Dipodomys,merriami,Rodent,Rodent Exclosure
5824,4,29,1982,5,DM,F,34,35,Dipodomys,merriami,Rodent,Rodent Exclosure
5913,5,22,1982,5,DM,F,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
5932,5,22,1982,5,DM,M,36,36,Dipodomys,merriami,Rodent,Rodent Exclosure
5935,5,22,1982,5,DM,F,36,25,Dipodomys,merriami,Rodent,Rodent Exclosure
5942,5,22,1982,5,DM,F,36,29,Dipodomys,merriami,Rodent,Rodent Exclosure
5947,5,22,1982,5,DM,M,34,32,Dipodomys,merriami,Rodent,Rodent Exclosure
5958,5,22,1982,5,DM,M,35,36,Dipodomys,merriami,Rodent,Rodent Exclosure
5974,5,22,1982,5,DM,M,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
5978,5,22,1982,5,DM,F,35,35,Dipodomys,merriami,Rodent,Rodent Exclosure
5986,6,28,1982,5,DM,M,33,36,Dipodomys,merriami,Rodent,Rodent Exclosure
6021,6,28,1982,5,DM,M,36,37,Dipodomys,merriami,Rodent,Rodent Exclosure
6048,6,28,1982,5,DM,F,34,34,Dipodomys,merriami,Rodent,Rodent Exclosure
6050,6,28,1982,5,DM,M,36,45,Dipodomys,merriami,Rodent,Rodent Exclosure
6054,6,28,1982,5,DM,M,36,38,Dipodomys,merriami,Rodent,Rodent Exclosure
6170,7,25,1982,5,DM,M,NA,38,Dipodomys,merriami,Rodent,Rodent Exclosure
6193,7,25,1982,5,DM,F,NA,36,Dipodomys,merriami,Rodent,Rodent Exclosure
6197,7,25,1982,5,DM,F,NA,39,Dipodomys,merriami,Rodent,Rodent Exclosure
6210,7,25,1982,5,DM,M,NA,39,Dipodomys,merriami,Rodent,Rodent Exclosure
6216,7,25,1982,5,DM,M,NA,45,Dipodomys,merriami,Rodent,Rodent Exclosure
6433,8,16,1982,5,DM,M,34,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6453,8,16,1982,5,DM,F,35,45,Dipodomys,merriami,Rodent,Rodent Exclosure
6460,8,16,1982,5,DM,M,36,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6467,8,16,1982,5,DM,F,35,35,Dipodomys,merriami,Rodent,Rodent Exclosure
6495,8,16,1982,5,DM,M,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
6516,9,18,1982,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
6539,9,18,1982,5,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
6554,9,18,1982,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
6590,9,18,1982,5,DM,F,34,35,Dipodomys,merriami,Rodent,Rodent Exclosure
6598,9,18,1982,5,DM,M,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6654,10,23,1982,5,DM,M,37,53,Dipodomys,merriami,Rodent,Rodent Exclosure
6660,10,23,1982,5,DM,M,34,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6668,10,23,1982,5,DM,M,36,44,Dipodomys,merriami,Rodent,Rodent Exclosure
6691,10,23,1982,5,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
6697,10,23,1982,5,DM,M,34,40,Dipodomys,merriami,Rodent,Rodent Exclosure
6718,10,23,1982,5,DM,M,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
6742,10,23,1982,5,DM,F,36,42,Dipodomys,merriami,Rodent,Rodent Exclosure
6744,10,23,1982,5,DM,M,37,49,Dipodomys,merriami,Rodent,Rodent Exclosure
6759,10,23,1982,5,DM,F,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure
6775,10,23,1982,5,DM,M,37,41,Dipodomys,merriami,Rodent,Rodent Exclosure
6785,10,23,1982,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
7037,11,22,1982,5,DM,F,34,41,Dipodomys,merriami,Rodent,Rodent Exclosure
7062,11,22,1982,5,DM,M,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
7100,11,22,1982,5,DM,M,35,41,Dipodomys,merriami,Rodent,Rodent Exclosure
7120,11,22,1982,5,DM,M,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
7126,11,22,1982,5,DM,M,35,41,Dipodomys,merriami,Rodent,Rodent Exclosure
7238,1,13,1983,5,DM,M,36,48,Dipodomys,merriami,Rodent,Rodent Exclosure
7255,1,13,1983,5,DM,F,35,39,Dipodomys,merriami,Rodent,Rodent Exclosure
7259,1,13,1983,5,DM,M,34,39,Dipodomys,merriami,Rodent,Rodent Exclosure
7264,1,13,1983,5,DM,M,37,43,Dipodomys,merriami,Rodent,Rodent Exclosure
7274,1,13,1983,5,DM,M,36,40,Dipodomys,merriami,Rodent,Rodent Exclosure
7296,1,13,1983,5,DM,M,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
7307,1,13,1983,5,DM,M,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
7388,2,27,1983,5,DM,M,34,43,Dipodomys,merriami,Rodent,Rodent Exclosure
7391,2,27,1983,5,DM,F,36,47,Dipodomys,merriami,Rodent,Rodent Exclosure
7395,2,27,1983,5,DM,M,38,46,Dipodomys,merriami,Rodent,Rodent Exclosure
7396,2,27,1983,5,DM,F,35,48,Dipodomys,merriami,Rodent,Rodent Exclosure
7409,2,27,1983,5,DM,M,35,42,Dipodomys,merriami,Rodent,Rodent Exclosure
7411,2,27,1983,5,DM,M,37,50,Dipodomys,merriami,Rodent,Rodent Exclosure
7418,2,27,1983,5,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
7434,2,27,1983,5,DM,M,37,43,Dipodomys,merriami,Rodent,Rodent Exclosure
7561,3,15,1983,5,DM,F,36,44,Dipodomys,merriami,Rodent,Rodent Exclosure
7575,3,15,1983,5,DM,M,35,43,Dipodomys,merriami,Rodent,Rodent Exclosure
7576,3,15,1983,5,DM,F,37,38,Dipodomys,merriami,Rodent,Rodent Exclosure
7592,3,15,1983,5,DM,M,NA,42,Dipodomys,merriami,Rodent,Rodent Exclosure
7596,3,15,1983,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
7613,3,15,1983,5,DM,M,34,44,Dipodomys,merriami,Rodent,Rodent Exclosure
7615,3,15,1983,5,DM,M,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
7625,3,15,1983,5,DM,M,36,49,Dipodomys,merriami,Rodent,Rodent Exclosure
7627,3,15,1983,5,DM,F,35,34,Dipodomys,merriami,Rodent,Rodent Exclosure
7727,4,17,1983,5,DM,M,38,51,Dipodomys,merriami,Rodent,Rodent Exclosure
